X,Y,OBJECTID,ORGANIZATION_NAME,PROGRAM_NAME,DESCRIPTION,WEBSITE_URL,STREET_ADDRESS,CITY,STATE,ZIP,LAT,LONG_,ACCESSIBILITY_SERVICES,ADULT_LITERACY,ART_THERAPY,ASSESSMENT,BORROW_MATERIALS,CASE_MANAGEMENT,CHILD_CARE,CLOTHING,COMPUTERS,DENTAL_SERVICES,DOCUMENTATION_ASSISTANCE,DOMESTIC_VIOLENCE_SERVICES,FOOD_GROCERIES,GROUPS,HAIRCUTS,HARM_REDUCTION,HIV_TESTING,HOUSING,HOUSING_NAVIGATION,INCOME_TAX_HELP,LAUNDRY,LIBRARY_CARD,LEGAL_SERVICES,MEDICAL_BENEFITS,MEDICAL_SERVICES,MAIL,MEALS,MENTAL_HEALTH,MINISTRY,PHONE,PUBLIC_RESTROOMS,REFRESHMENTS,SHOWERS,SNAP_FOOD_STAMPS,STORAGE,SUBSTANCE_ABUSE_TREATMENT,SUPPORTED_EMPLOYMENT,TANF_FINANCIAL_ASSISTANCE,TRANSPORTATION,VOCATIONAL_TRAINING,CLIENTS_SERVED_PER_DAY,TARGET,OPEN_TO_PUBLIC,HOURS_OF_OPERATION,RECORD_LAST_UPDATED,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_ERROR,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE
-77.006965864442563,38.909181673565236,28,Department of Human Services,Family Services Administration,"DHS provides emergency and ongoing housing support and services to help individuals and families who are experiencing homelessness or at risk of being homeless, transition into or maintain permanent affordable housing.",https://dcdhs.dc.gov/service/homeless-and-homeless-prevention-services,64 New York Ave NE,Washington ,DC,20001,38.909323,-77.006831,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Men & Women,,,2017-09-12T00:00:00.000Z,64 NEW YORK AVENUE NE,399396.03,137923.7,38.90917422,-77.00696358,Ward 5,10600,20002,289616,,100,DC Address,
-77.027250124171019,38.941114185370488,29,Department of Human Services,Taylor Street Service Center,"DHS determines eligibility for benefits under the Temporary Cash Assistance for Needy Families (TANF), Medical Assistance, Supplemental Nutrition Assistance Program (SNAP) (formerly Food Stamps), Child Care Subsidy, Burial Assistance, Interim Disability Assistance, Parent and Adolescent Support Services (PASS) and Refugee Cash Assistance programs. DHS’s Food Stamp Employment and Training Program (FSET) provide employment and training services to able-bodied adults without dependents who receive food stamps. DHS performs monitoring, quality control and reporting functions required by federal law and court orders. Delivery of these services is through five Service Centers located in neighborhoods throughout the city.",https://dcdhs.dc.gov/node/117522,1207 Taylor Street NW,Washington ,DC,,38.941127,-77.027248,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,Yes,,,,Men & Women,,,2017-09-12T00:00:00.000Z,1207 TAYLOR STREET NW,397637.78,141468.81,38.94110672,-77.02724783,Ward 4,2502,20011,283934,,100,DC Address,
-76.989240045016047,38.865445699309639,30,Department of Human Services,Anacostia Service Center,"DHS determines eligibility for benefits under the Temporary Cash Assistance for Needy Families (TANF), Medical Assistance, Supplemental Nutrition Assistance Program (SNAP) (formerly Food Stamps), Child Care Subsidy, Burial Assistance, Interim Disability Assistance, Parent and Adolescent Support Services (PASS) and Refugee Cash Assistance programs. DHS’s Food Stamp Employment and Training Program (FSET) provide employment and training services to able-bodied adults without dependents who receive food stamps. DHS performs monitoring, quality control and reporting functions required by federal law and court orders. Delivery of these services is through five Service Centers located in neighborhoods throughout the city.",https://dcdhs.dc.gov/node/117522,2100 Martin Luther King Jr. SE,Washington ,DC,,38.865356,-76.989199,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,Yes,,,,Men & Women,,,2017-09-12T00:00:00.000Z,2100 MARTIN LUTHER KING JR AVENUE SE,400934.01,133068.7,38.86543825,-76.98923777,Ward 8,7503,20020,51883,Street Type: Missing,85,DC Address,
-76.949950907794275,38.866128667173207,31,Department of Human Services,Fort Davis Service Center,"DHS determines eligibility for benefits under the Temporary Cash Assistance for Needy Families (TANF), Medical Assistance, Supplemental Nutrition Assistance Program (SNAP) (formerly Food Stamps), Child Care Subsidy, Burial Assistance, Interim Disability Assistance, Parent and Adolescent Support Services (PASS) and Refugee Cash Assistance programs. DHS’s Food Stamp Employment and Training Program (FSET) provide employment and training services to able-bodied adults without dependents who receive food stamps. DHS performs monitoring, quality control and reporting functions required by federal law and court orders. Delivery of these services is through five Service Centers located in neighborhoods throughout the city.",https://dcdhs.dc.gov/node/117522,3851 Alabama Ave SE,Washington ,DC,,38.866416,-76.950285,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,Yes,,,,Men & Women,,,2017-09-12T00:00:00.000Z,3851 ALABAMA AVENUE SE,404343.71,133145.65,38.86612122,-76.94994864,Ward 7,9902,20020,278434,,100,DC Address,
-77.008151402382893,38.829994452692368,32,Department of Human Services,Congress Heights Service Center,"DHS determines eligibility for benefits under the Temporary Cash Assistance for Needy Families (TANF), Medical Assistance, Supplemental Nutrition Assistance Program (SNAP) (formerly Food Stamps), Child Care Subsidy, Burial Assistance, Interim Disability Assistance, Parent and Adolescent Support Services (PASS) and Refugee Cash Assistance programs. DHS’s Food Stamp Employment and Training Program (FSET) provide employment and training services to able-bodied adults without dependents who receive food stamps. DHS performs monitoring, quality control and reporting functions required by federal law and court orders. Delivery of these services is through five Service Centers located in neighborhoods throughout the city.",https://dcdhs.dc.gov/node/117522,4049 South Capitol St. SE,Washington ,DC,,38.829983,-77.008085,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,Yes,,,,Men & Women,,,2017-09-12T00:00:00.000Z,4049 SOUTH CAPITOL STREET SW,399292.42,129133.34,38.82998701,-77.00814912,Ward 8,9807,20032,289187,Full Address: Not Valid,85,DC Address,
-76.996455865738866,38.899982227448589,33,Department of Human Services,H Street Service Center,"DHS determines eligibility for benefits under the Temporary Cash Assistance for Needy Families (TANF), Medical Assistance, Supplemental Nutrition Assistance Program (SNAP) (formerly Food Stamps), Child Care Subsidy, Burial Assistance, Interim Disability Assistance, Parent and Adolescent Support Services (PASS) and Refugee Cash Assistance programs. DHS’s Food Stamp Employment and Training Program (FSET) provide employment and training services to able-bodied adults without dependents who receive food stamps. DHS performs monitoring, quality control and reporting functions required by federal law and court orders. Delivery of these services is through five Service Centers located in neighborhoods throughout the city.",https://dcdhs.dc.gov/node/117522,645 H Street NE,Washington ,DC,,38.899925,-76.996591,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,Yes,,,,Men & Women,,,2017-09-12T00:00:00.000Z,645 H STREET NE,400307.63,136902.47,38.89997477,-76.99645358,Ward 6,8302,20002,288821,,100,DC Address,
-76.993054464400061,38.922569321016041,34,Department of Human Services,Virginia Williams Family Resource Center,"The Virginia Williams Family Resource Center provides an opportunity for DHS to better serve the District's families experiencing homelessness by several critical services, Homeless Services, TANF Assistance and Child Care Services, all within one service location. Help is available 24-hours a day, Monday through Thursday, 8:00am to 4:00pm at 920-A Rhode Island, NE. Location is accessible from the Rhode Island Avenue Metrorail station via the Red Line or the G8 Metro bus.",https://dcdhs.dc.gov/page/virginia-williams-family-resource-center,920 Rhode Island Ave. NE,Washington ,DC,,38.922873,-76.993053,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Families,,,2017-09-12T00:00:00.000Z,920 RHODE ISLAND AVENUE NE,400602.49,139409.84,38.92256186,-76.99305218,Ward 5,9302,20018,289074,,100,DC Address,
-77.018214358417936,38.879027465600949,35,District Alliance for Safe Housing (DASH),Housing Resource Center,"DASH is an innovator in providing access to safe housing and services to survivors of domestic violence and sexual violence and their families as they rebuild their lives on their own terms.
 We seek to strengthen and expand the local safety net for survivors by providing high quality, voluntary services that are responsive to their individual needs and by engaging lawmakers, community members, service providers, and survivors in the movement to make safe housing more accessible in the short-term and less necessary in the long-term. Le",http://dashdc.org/,400 I St SW,Washington ,DC,,38.879087,-77.018217,,,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Women,,,2017-09-12T00:00:00.000Z,400 I STREET SW,398419.75,134576.48,38.87902002,-77.01821207,Ward 6,10200,20024,150785,,100,DC Address,
-77.025568303935529,38.898550756541724,36,First Congregational UCC,Drop-In Center (Downtown),First Church is bringing hope and help to homeless youth and other youth in need of services in the downtown area through a new drop-in center that we are operating in partnership with Sasha Bruce Youthwork and the Downtown Business Improvement District.,http://www.firstuccdc.org/2016/09/second-sunday-offering-september-11/,945 G St. NW,Washington ,DC,20001,38.898559,-77.025679,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,30,Youth,Yes,,2017-09-12T00:00:00.000Z,945 G STREET NW,397782.26,136743.87,38.8985433,-77.02556601,Ward 2,5800,20001,278832,,100,DC Address,
-76.985887575047514,38.865853963983504,60,Samaritan Ministry of Greater Washington,The Next Step Program (SE DC Offices),"Every year, Samaritan Ministry of Greater Washington helps improve the lives of more than 1,000 people who are homeless or otherwise in need through our innovative Next Step Program. For over 30 years now, participants have been welcomed by our staff and volunteers into a safe, supportive environment that allows them the freedom to choose their own goals and pursue them! They are given the resources and support they need — housing and employment search guidance, coaching, referrals to partner service providers and more — to fulfill those goals. Participants are listened to, and treated like family.",https://www.samaritanministry.org/program,1345 U Street SE,Washington ,DC,,38.865999,-76.985977,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,Men & Women,Yes,,2017-09-12T00:00:00.000Z,1345 U STREET SE,401224.95,133114.06,38.86584652,-76.9858853,Ward 8,7503,20020,286088,,100,DC Address,
-77.01335305748043,38.905387342155855,61,Samaritan Ministry of Greater Washington,The Next Step Program (Perry School Center),"Every year, Samaritan Ministry of Greater Washington helps improve the lives of more than 1,000 people who are homeless or otherwise in need through our innovative Next Step Program. For over 30 years now, participants have been welcomed by our staff and volunteers into a safe, supportive environment that allows them the freedom to choose their own goals and pursue them! They are given the resources and support they need — housing and employment search guidance, coaching, referrals to partner service providers and more — to fulfill those goals. Participants are listened to, and treated like family.",https://www.samaritanministry.org/program,128 M Street NW,Washington ,DC,,38.905312,-77.012765,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,Men & Women,Yes,,2017-09-12T00:00:00.000Z,128 M STREET NW,398841.99,137502.56,38.90537989,-77.01335077,Ward 6,4701,20001,279016,,100,DC Address,
-76.968954678594017,38.860492753036731,62,Samaritan Ministry of Greater Washington,The Next Step Program (Skyland Workforce Center),"Every year, Samaritan Ministry of Greater Washington helps improve the lives of more than 1,000 people who are homeless or otherwise in need through our innovative Next Step Program. For over 30 years now, participants have been welcomed by our staff and volunteers into a safe, supportive environment that allows them the freedom to choose their own goals and pursue them! They are given the resources and support they need — housing and employment search guidance, coaching, referrals to partner service providers and more — to fulfill those goals. Participants are listened to, and treated like family.",https://www.samaritanministry.org/program,2509 Good Hope Road SE,Washington ,DC,,38.860524,-76.969131,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,Men & Women,Yes,,2017-09-12T00:00:00.000Z,2509 GOOD HOPE ROAD SE,402694.68,132519.29,38.86048531,-76.96895241,Ward 8,7502,20020,299792,,100,DC Address,
-76.99528662145282,38.879869274301051,63,Sasha Bruch Youth Work,Drop-In Center (Barraks Row),"At the SBY Drop-In Center, harm reduction plans will be a first step, followed by comprehensive service plans. The youth that frequent the Drop-In Center will be able to access such services as crisis intervention, conflict resolution, counseling services, recreational and cultural activities, school re-engagement, health education, access to showers, toiletries, school supplies, food resources and more!",http://www.sashabruce.org/programs/safehomes/drop-in-center/,741 8th St SE,Washington ,DC,20003,38.8798,-76.995353,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,Yes,,,,Yes,,Yes,,,,,,Yes,,,,,,,Yes,30,Youth,Yes,,2017-09-12T00:00:00.000Z,741 8TH STREET SE,400409.17,134669.78,38.87986182,-76.99528434,Ward 6,7000,20003,151137,,100,DC Address,
-77.03605394396476,38.931922704495143,64,The Family Place,Emergency Brief Services,"The Family Place relies greatly on donations of non-perishable foods, adult and children’s clothing, and diapers to provide to our participants.  Participants arriving for the first time at TFP are welcomed and given diapers and food as needed and as available.  TFP staff then encourages students to participate in the wide array of services offered.
 The Family Place holds a clothing drive once a month, additionally distributing books, toys, car seats, strollers, and furniture if available.",http://www.thefamilyplacedc.org/?page_id=204,3309 16TH STREET NW,Washington ,DC,20010,38.93192,-77.0361,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,Women ,Yes,,2017-09-12T00:00:00.000Z,3309 16TH STREET NW,396874.14,140448.74,38.93191525,-77.03605165,Ward 1,2802,20010,234409,,100,DC Address,
-77.035829179179657,38.92829107297171,44,Latin American Youth Center (LYAC),DC Safe Housing Drop-In Center,"Youth looking for shelter can drop in to be connected to the appropriate housing program or emergency for their specific needs.  Our friendly, bilingual staff provide ongoing assessment and case management to connect youth to other needed services including educational and employment support, mental health, and accessing public benefits.
The Drop-In Center is equipped with shower, laundry, and kitchen facilities, computers for youth use, private meeting rooms, day lockers, and resting rooms. More information and pictures of the center are available in the Youth Corner.",http://www.layc-dc.org/what-we-do/safe-housing/outreach-intake/,"3045 15th Street, NW",Washington ,DC,,38.928289,-77.035764,,,,Yes,,Yes,,Yes,Yes,,,,Yes,,,,,Yes,Yes,,Yes,,,Yes,,,,Yes,,,,Yes,Yes,,Yes,,,,,Yes,,Youth,Yes,,2017-09-12T00:00:00.000Z,3045 15TH STREET NW,396893.47,140045.59,38.92828361,-77.03582688,Ward 1,2802,20009,289222,,100,DC Address,
-77.050162876296582,38.889222723103124,45,Lincoln Memorial,Public Restrooms,"Clean, Safe Public Restrooms in/near Downtown Washington DC",https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,2 Lincoln Memorial Circle NW,Washington ,DC,,38.888294,-77.050011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017-09-12T00:00:00.000Z,2 LINCOLN MEMORIAL CIRCLE SW,395648.22,135709.27,38.88921494,-77.05016058,Ward 2,6202,20004,313464,Full Address: Not Valid,85,DC Address,
-76.94845753252099,38.8955287067173,46,MBI,Intake Center,"MBI Health Services, LLC. is a certified behavioral health agency servicing the D.C. Metropolitan Area. We provide a wide range of services and programs for both adults and children for the sake of helping each individuals gain back their confidence and security into their lives. ",http://www.mbihs.com/what-we-offer/free-standing-mental-health-clinic-0024-core,4017 Minnesota Ave NE,Washington ,DC,,38.895502,-76.948369,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Men & Women,Yes,,2017-09-12T00:00:00.000Z,4017 MINNESOTA AVENUE NE,404471.47,136409.35,38.89552125,-76.94845527,Ward 7,7803,20019,27916,,99.2,DC Address,
-77.031215557043865,38.899983515181667,47,McClendon Center,Day Program,"McClendon Center is certified as a Day Services program through the DC Department of Behavioral Health. The Day Program identified different learning levels for clients, who are grouped according to their cognitive ability and degree of motivation. These learning levels, or tracks, include substance abuse recovery groups as well as early recovery groups for those individuals who are beginning to consider the process of recovery. The Day Program offers a morning session and an afternoon session.",http://mcclendoncenter.org/programs/day-program/,"1313 New York Avenue NW, 5th Floor",Washington ,DC,,38.899988,-77.031124,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,Yes,,,Men & Women,Yes,,2017-09-12T00:00:00.000Z,1313 NEW YORK AVENUE NW,397292.44,136903.07,38.89997606,-77.03121326,Ward 2,10100,20005,279043,,100,DC Address,
-77.051963293554564,38.898538844288446,48,Miriam's Kitchen,Meals Program,"Miriam’s Kitchen operates the only meals program in Washington, D.C. that is open, Monday through Friday, all year long, no matter the holiday or weather emergency.
 All of our meals are made with fresh, healthy ingredients. The restaurant-quality food we serve shows our guests that we care. It builds a bridge of trust. And it makes it possible to form a relationship with each individual who comes through our doors.",https://miriamskitchen.org/,"2401 Virginia Avenue, NW",Washington ,DC,20037,38.898515,-77.051719,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,150,Men & Women,Yes,,2017-09-12T00:00:00.000Z,2401 VIRGINIA AVENUE NW,395492.61,136743.52,38.89853139,-77.05196099,Ward 2,5600,20037,218135,,100,DC Address,
-77.033561938020512,38.916500930891445,49,My Sister's Place,Administrative Office,"My Sister’s Place (MSP) seeks to end domestic violence and empower survivors to live healthy, independent lives free from violence and abuse. We save lives and change lives everyday by helping community members know how to prevent and respond to domestic violence in their families, neighborhoods, and communities; and by helping survivors access safe housing, case management, counseling, and support needed to heal, recover and thrive.",https://mysistersplacedc.org/,1436 U Street NW Ste. 303,Washington ,DC,,38.916745,-77.033678,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Women,By Appointment,,2017-09-12T00:00:00.000Z,1436 U STREET NW,397089.58,138736.71,38.91649347,-77.03355964,Ward 2,4300,20009,301293,,100,DC Address,
-77.031427907343996,38.907573537583929,50,N Street Village,Bethany Women's Day Center,"N Street Village empowers homeless and low-income women in Washington, D.C. to claim their highest quality of life by offering a broad spectrum of services, housing, and advocacy in an atmosphere of dignity and respect. We help women achieve stability and make meaningful gains in their housing, income, employment, mental health, physical health, and addiction recovery. The Women’s Day Center is often the first entry point for women. Open 365 days a year, the Center offers safe respite from the streets, meets a woman’s basic needs for food, clothing, laundry and showers, provides access to resources for housing, health, legal and other needs, and offers a confidential crisis and case management support.",http://www.nstreetvillage.org/about-the-village/programs-impact/healthy-meals-basic-needs/,1333 N St. NW,Washington ,DC,20005,38.907525,-77.031419,,,,,,Yes,,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,,,,Yes,,,,,,,Yes,75,Women,Yes,,2017-09-12T00:00:00.000Z,1333 N STREET NW,397274.31,137745.63,38.90756608,-77.03142561,Ward 2,5002,20005,298405,,100,DC Address,
-77.017553525435176,38.89776256277635,51,National Building Museum,Public Restrooms,"Clean, Safe Public Restrooms in/near Downtown Washington DC",https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,401 F St. NW,Washington ,DC,,38.897752,-77.017619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017-09-12T00:00:00.000Z,401 F STREET NW,398477.49,136656.21,38.89775511,-77.01755124,Ward 2,5900,20001,242924,,100,DC Address,
-77.022955407471258,38.897215052578943,52,National Portrait Gallery,Public Restrooms,"Clean, Safe Public Restrooms in/near Downtown Washington DC",https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,8th St NW & F St NW,Washington ,DC,,38.897203,-77.022963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017-09-12T00:00:00.000Z,8TH STREET NW AND F STREET NW,398008.8796,136595.5355,38.89720759,-77.02295312,,,,901542,Multiple records with same score different XY,100,DC Intersection,
-77.006171265615919,38.910821867449918,53,Pathways to Housing,Administrative Office & Health Clinic,"Pathways to Housing DC provides home, health and hope to more than 3,000 individuals who are homeless or at risk for homelessness in Washington, DC. ",https://www.pathwaystohousingdc.org/,"101 Q St. NE, Suite G",Washington ,DC,,38.910835,-77.006179,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,Yes,,,,,,,,,Yes,,,,,Men & Women,By Appointment,,2017-09-12T00:00:00.000Z,101 Q STREET NE,399464.96,138105.77,38.91081441,-77.00616898,Ward 5,8701,20002,75978,,100,DC Address,
-77.011432166196641,38.90805455788152,54,S.O.M.E. ,Isaiah House Day Program,"Around the corner from the Clinic is SOME’s Isaiah House, a therapeutic day program that provides a supportive environment for men and women who have been impacted by both homelessness and severe and persistent mental illness.
 Isaiah House offers drop-in services such as showers, meals, laundry facilities and phone access, as well as social activities and staff support. The core of the program is peer support and positive involvement, and many participants, known as members, attend Isaiah House on a daily basis.",http://some.org/services/mental-health-services/#IH,"75 Hanover Place, NW",Washington ,DC,20001,38.908068,-77.011379,,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,,,,,,50,Men & Women,Yes,,2017-09-12T00:00:00.000Z,75 HANOVER PLACE NW,399008.64,137798.62,38.9080471,-77.01142988,Ward 5,4600,20001,279927,,100,DC Address,
-77.011434035260919,38.908925484644641,55,S.O.M.E. ,"Dining, Shower, and Clothing Programs","SOME serves a hot breakfast and lunch to hungry men, women and children in our Main Dining Room and our Dining Room for Women and Children, every day of the year. We strive to create an uplifting environment with music, seasonal decorations and special holiday meals. Our priority is to serve everyone with dignity and respect, with no questions asked. SOME also provides hot showers, free clothing, and restroom facilities in our Clothing and Shower Rooms.",http://some.org/services/dining-clothing-and-shower-rooms/,71 O St. NW,Washington ,DC,20001,38.908874,-77.011418,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,400,Men & Women,Yes,,2017-09-12T00:00:00.000Z,71 O STREET NW,399008.49,137895.3,38.90891803,-77.01143175,Ward 5,4600,20001,236922,,100,DC Address,
-77.011102914115725,38.90824953027132,56,S.O.M.E. ,Medical & Behavioral Health Clinic,"SOME offers comprehensive healthcare services that include our Medical, Dental and Eye Clinics, as well as Mental Health Services and a comprehensive Addiction Treatment Program.
 The Medical Clinic offers a full range of services, including adult primary care, lab work and chronic disease management. Approximately 30 ill, homeless adults are treated daily. In addition to primary care, the medical clinic has a Podiatrist who provides basic podiatry services and wound care on a weekly basis.",http://some.org/services/health-services/,60 O St. NW,Washington ,DC,,38.908255,-77.011118,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,2017-09-12T00:00:00.000Z,60 O STREET NW,399037.2,137820.26,38.90824208,-77.01110063,Ward 5,4600,20001,236940,,100,DC Address,
-77.035696783082543,38.931055584242465,57,Sacred Heart,Dinner Program,"The Sacred Heart Dinner Program is a nonprofit organization located in the Mt. Pleasant/Columbia Heights neighborhood of Washington, D.C. We offer free services to the low-income and homeless including free dinners from Monday to Friday, free legal referrals as well as free haircuts. We partner with multiple local organizations such as Thrive DC, Martha's Table and Capital Area Food Bank.",http://dinnerprogram.org/,3211 Sacred Heart Way,Washington ,DC,20010,38.93112,-77.035851,,,,,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,100,Men & Women,Yes,,2017-09-12T00:00:00.000Z,3211 PINE STREET NW,396905.07,140352.47,38.93104813,-77.03569449,Ward 1,2802,20010,234407,Quad: MissingAddress Number/Street Name/Street Type: Not Valid,70,DC Address,
-76.974171626365148,38.917848922305367,58,Salvation Army,Emergency Assistance,Providing flexible rental assistance and case management is the backbone of effective homelessness prevention. We assist families in solving their immediate crisis and making plans for the future. The Salvation Army’s Emergency Assistance (EMAST) is a comprehensive program designed to help meet the basic needs of families experiencing a crisis and at risk of homelessness. ,http://salvationarmynca.org/ways-we-help/families-in-need/,2100 NEW YORK AVENUE NE,Washington ,DC,20002,38.917832,-76.974435,,,,,,Yes,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,2017-09-12T00:00:00.000Z,2100 NEW YORK AVENUE NE,402240.09,138886.13,38.91784146,-76.97416935,Ward 5,11100,20002,286616,,100,DC Address,
-77.035848622603623,38.952741646918824,59,Samaritan Ministry of Greater Washington,The Next Step Program (Admin Offices),"Every year, Samaritan Ministry of Greater Washington helps improve the lives of more than 1,000 people who are homeless or otherwise in need through our innovative Next Step Program. For over 30 years now, participants have been welcomed by our staff and volunteers into a safe, supportive environment that allows them the freedom to choose their own goals and pursue them! They are given the resources and support they need — housing and employment search guidance, coaching, referrals to partner service providers and more — to fulfill those goals. Participants are listened to, and treated like family.",https://www.samaritanministry.org/program,1516 Hamilton Street NW,Washington ,DC,,38.952728,-77.03583,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,Men & Women,Yes,,2017-09-12T00:00:00.000Z,1516 HAMILTON STREET NW,396892.85,142759.82,38.95273418,-77.03584632,Ward 4,2002,20011,255812,,100,DC Address,
-77.009662316050608,38.901564199672286,65,The Father McKenna Center,Day Shelter Program,"The Day Shelter is a “drop-in” program that welcomes guests into the Center to meet their immediate needs while providing case management and other support to assist our guests to identify the obstacles they face and to develop strategies to overcome those obstacles so that they can reclaim their lives.
 The largest program of the Father McKenna Center is the Day Drop-In Shelter for homeless men. Each day more than 100 men come to the Center for one of many services provided.",http://www.fathermckennacenter.org/programs/homeless-day-shelter/,"900 North Capitol Street, NW",Washington ,DC,20002,38.901361,-77.00912,,,,,,Yes,,Yes,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,,,,,,Yes,,100,Men,Yes,,2017-09-12T00:00:00.000Z,279445,399162.07,137078.12,38.901557,-77.00966,6,4702,20001,279445,Address Number/Street Name: Not ValidFull Address: Not Valid,70,,
